Day,Start Time,End Time,Subject Code,Course Name,Employee Code,Class Level,Section Name,Session Type,Batch,Room Number
FRIDAY,08:45,10:35,23MIE5001,Entrepreneurship,TEMP123,SY,DA,Lecture,,N-609
FRIDAY,10:50,11:45,23IT2004,Software Engineering,1020748,SY,DA,Lecture,,N-609
FRIDAY,11:45,12:40,23IT2005,Operating System,1020446,SY,DA,Lecture,,N 609
FRIDAY,13:40,15:30,?,Aptitude & Professional Skills,-,SY,DA,Lecture,,
FRIDAY,15:40,16:30,?,Project Meeting,-,SY,DA,Lecture,,
FRIDAY,08:45,10:35,23MIE5001,Entrepreneurship,TEMP123,SY,SMAD,Lecture,,N-609
FRIDAY,10:50,12:40,23IT2008,Web Programming,1020737,SY,SMAD,Practical,,S-614
FRIDAY,13:40,15:30,?,Aptitude & Professional Skills,-,SY,SMAD,Lecture,,
FRIDAY,15:40,16:30,?,Project Meeting,-,SY,SMAD,Lecture,,
FRIDAY,08:45,10:35,23IT3303,Foundation of Artificial Intelligence- Laboratory,1020493,TY,CORE,Practical,A,S-610
FRIDAY,10:50,11:45,23IT3311,Automation Testing,1020755,TY,CORE,Lecture,,N-609
FRIDAY,11:45,12:40,23IT3302,Foundation of Artificial Intelligence,1020493,TY,CORE,Lecture,,N-609
FRIDAY,13:40,15:30,?,Foreign Language,-,TY,CORE,Lecture,,N-607
FRIDAY,15:40,16:30,?,Project Meeting,-,TY,CORE,Lecture,,
FRIDAY,08:45,10:35,23IT3311,Automation Testing Lab,1020755,TY,CORE,Practical,B,N-613
FRIDAY,10:50,11:45,23IT3311,Automation Testing,1020755,TY,CORE,Lecture,,N-609
FRIDAY,11:45,12:40,23IT3302,Foundation of Artificial Intelligence,1020493,TY,CORE,Lecture,,N-609
FRIDAY,13:40,15:30,?,Foreign Language,-,TY,CORE,Lecture,,N-607
FRIDAY,15:40,16:30,?,Project Meeting,-,TY,CORE,Lecture,,
FRIDAY,08:45,10:35,23IT3317,Application Security Lab,1020487,TY,CORE,Practical,C,N-611
FRIDAY,10:50,11:45,23IT3311,Automation Testing,1020755,TY,CORE,Lecture,,N-609
FRIDAY,11:45,12:40,23IT3302,Foundation of Artificial Intelligence,1020493,TY,CORE,Lecture,,N-609
FRIDAY,13:40,15:30,?,Foreign Language,-,TY,CORE,Lecture,,N-607
FRIDAY,15:40,16:30,?,Project Meeting,-,TY,CORE,Lecture,,
FRIDAY,08:45,10:35,23IT3300,DevOps Engineering Lab,1020316,TY,DA,Practical,A,S-611
FRIDAY,10:50,11:45,23IT3302,Foundation of Artificial Intelligence,1020381,TY,DA,Lecture,,N-607
FRIDAY,11:45,12:40,?,Library Slot,-,TY,DA,Lecture,,
FRIDAY,13:40,15:30,?,Foreign Language,-,TY,DA,Lecture,,N-607
FRIDAY,15:40,16:30,?,Project Meeting,-,TY,DA,Lecture,,
FRIDAY,08:45,10:35,23IT3303,Foundation of Artificial Intelligence- Laboratory,1020447,TY,DA,Practical,B,S-609
FRIDAY,10:50,11:45,23IT3302,Foundation of Artificial Intelligence,1020381,TY,DA,Lecture,,N-607
FRIDAY,11:45,12:40,?,Library Slot,-,TY,DA,Lecture,,
FRIDAY,13:40,15:30,?,Foreign Language,-,TY,DA,Lecture,,N-607
FRIDAY,15:40,16:30,?,Project Meeting,-,TY,DA,Lecture,,
FRIDAY,08:45,09:40,23IT1108,User Experience Design Lab,1020737,TY,SMAD,Practical,,S-601
FRIDAY,09:40,10:35,?,Library Slot,-,TY,SMAD,Lecture,,
FRIDAY,10:50,12:40,23IT3305,Full Stack Back-End Development Lab,1020022,TY,SMAD,Practical,,S-611
FRIDAY,13:40,15:30,?,Foreign Language,-,TY,SMAD,Lecture,,N-607
FRIDAY,15:40,16:30,?,Project Meeting,-,TY,SMAD,Lecture,,
FRIDAY,08:45,10:35,?,PP-II,-,LY,CORE,Lecture,,
FRIDAY,10:50,12:40,?,PP-II,-,LY,CORE,Lecture,,
FRIDAY,13:40,15:30,?,PP-II,-,LY,CORE,Lecture,,
FRIDAY,15:40,16:30,?,PP-II,-,LY,CORE,Lecture,,
FRIDAY,08:45,10:35,?,PP-II,-,LY,CORE,Lecture,,
FRIDAY,10:50,12:40,?,PP-II,-,LY,CORE,Lecture,,
FRIDAY,13:40,15:30,?,PP-II,-,LY,CORE,Lecture,,
FRIDAY,15:40,16:30,?,PP-II,-,LY,CORE,Lecture,,
FRIDAY,08:45,10:35,?,PP-II,-,LY,DA,Lecture,,
FRIDAY,10:50,12:40,?,PP-II,-,LY,DA,Lecture,,
FRIDAY,13:40,15:30,?,PP-II,-,LY,DA,Lecture,,
FRIDAY,15:40,16:30,?,PP-II,-,LY,DA,Lecture,,
FRIDAY,08:45,10:35,?,PP-II,-,LY,DA,Lecture,,
FRIDAY,10:50,12:40,?,PP-II,-,LY,DA,Lecture,,
FRIDAY,13:40,15:30,?,PP-II,-,LY,DA,Lecture,,
FRIDAY,15:40,16:30,?,PP-II,-,LY,DA,Lecture,,
FRIDAY,08:45,10:35,?,PP-II,-,LY,SMAD,Lecture,,
FRIDAY,10:50,12:40,?,PP-II,-,LY,SMAD,Lecture,,
FRIDAY,13:40,15:30,?,PP-II,-,LY,SMAD,Lecture,,
FRIDAY,15:40,16:30,?,PP-II,-,LY,SMAD,Lecture,,
